"restName"	"Address"	"Phone"	"webSite"	"openingDays"	"Takes_Reservations"	"Delivery"	"Take_out"	"Accepts_Credit_Cards"	"Accepts_Apple_Pay"	"Accepts_Android_Pay"	"Accepts_Bitcoin"	"Good_For"	"Parking"	"Bike_Parking"	"Good_for_Kids"	"Good_for_Groups"	"Attire"	"Ambience"	"Noise_Level"	"Alcohol"	"Outdoor_Seating"	"Wi_Fi"	"Has_TV"	"Good_for_Kids.1"	"Caters"	"Gender_Neutral_Restrooms"	"ContactPage"	"CustomerEmail"
"Corridor Cafe"	"100 Van Ness AveSan Francisco, CA 94102"	"(415) 834-5684"	"http://corridorsf.com"	" Mon , 7:00 am - 4:00 pm Tue , 7:00 am - 4:00 pm Wed , 7:00 am - 4:00 pm Thu , 7:00 am - 4:00 pm Fri , 7:00 am - 4:00 pm Sat , 9:00 am - 2:30 pm Sun , Closed"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"Free"	"No"	"Yes"	"No"	NA	"http://corridorsf.com#contact-us"	"mailto:Info@CorridorSF.com"
"Counter Offer"	"800 S Van Ness AveSan Francisco, CA 94110"	"(415) 341-0169"	NA	" Mon , 4:00 pm - 10:00 pm Tue , 4:00 pm - 10:00 pm Wed , 4:00 pm - 11:00 pm Thu , 4:00 pm - 11:00 pm Fri , 4:00 pm - 11:00 pm Sat , 4:00 pm - 10:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	NA	NA	"No"	NA	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Divey"	"Average"	"Full Bar"	"Yes"	"Free"	"Yes"	"No"	"No"	NA	NA	NA
"Craftsman and Wolves"	"746 Valencia StSan Francisco, CA 94110"	"(415) 913-7713"	"http://craftsman-wolves.com"	" Mon , 7:00 am - 5:00 pm Tue , Closed Wed , 7:00 am - 5:00 pm Thu , 7:00 am - 5:00 pm Fri , 7:00 am - 5:00 pm Sat , 8:00 am - 5:00 pm Sun , 8:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Hipster"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://craftsman-wolves.com/contact/"	"mailto:connect@craftsman-wolves.com"
"Craftsman and Wolves"	"1643 Pacific AveSan Francisco, CA 94109"	"(415) 855-1414"	"http://craftsman-wolves.com"	" Mon , 7:00 am - 5:00 pm Tue , Closed Wed , 7:00 am - 5:00 pm Thu , 7:00 am - 5:00 pm Fri , 7:00 am - 5:00 pm Sat , 8:00 am - 5:00 pm Sun , 8:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Hipster, Trendy"	"Average"	"No"	"No"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://craftsman-wolves.com/contact/"	"mailto:connect@craftsman-wolves.com"
"Crazy Crab’z"	"24 Willie Mays PlzAT&T ParkSan Francisco, CA 94107"	NA	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Private Lot"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"No"	NA	NA	NA
"Crepes A Go Go"	"350 11th StSan Francisco, CA 94103"	"(415) 503-1294"	NA	" Mon , Closed Tue , 6:00 am - 12:00 am Wed , 6:00 pm - 12:00 am Thu , 6:00 pm - 3:00 am Fri , 6:00 pm - 4:00 am Sat , 6:00 pm - 4:00 am Sun , 6:00 pm - 12:00 am"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Late Night"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Crepes Ooh La La"	"1220 Polk StSan Francisco, CA 94109"	"(415) 409-4646"	NA	" Mon , 6:00 pm - 1:00 am Tue , 6:00 pm - 1:00 am Wed , 6:00 pm - 1:00 am Thu , 6:00 pm - 2:00 am Fri , 6:00 pm - 2:00 am Sat , 6:00 pm - 2:00 am Sun , 6:00 pm - 1:00 am"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Crepevine Restaurant"	"624 Irving StSan Francisco, CA 94122"	"(415) 681-5858"	"http://crepevine.com"	" Mon , 7:30 am - 11:00 pm Tue , 7:30 am - 11:00 pm Wed , 7:30 am - 11:00 pm Thu , 7:30 am - 11:00 pm Fri , 7:30 am - 12:00 am Sat , 7:30 am - 12:00 am Sun , 7:30 am - 11:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Brunch, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"No"	"Yes"	"http://crepevine.comcrepevine-legal disclaimer.html"	NA
"Crossroads Cafe"	"699 Delancey StSan Francisco, CA 94107"	"(415) 512-5111"	"http://delanceystreetfoundation.org"	" Mon , 7:00 am - 10:00 pm Tue , 7:00 am - 10:00 pm Wed , 7:00 am - 10:00 pm Thu , 7:00 am - 10:00 pm Fri , 7:00 am - 10:00 pm Sat , 8:00 am - 10:00 pm Sun , 8:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	NA	"http://delanceystreetfoundation.orgcontact.php"	NA
"Cuisine of Nepal"	"3486 Mission StSan Francisco, CA 94110"	"(415) 647-2222"	"http://cuisineofnepal.com"	" Mon , Closed Tue , 11:00 am - 2:30 pm4:30 pm - 10:30 pm Wed , 11:00 am - 2:30 pm4:30 pm - 10:30 pm Thu , 11:00 am - 2:30 pm4:30 pm - 10:30 pm Fri , 11:00 am - 2:30 pm4:30 pm - 10:30 pm Sat , 11:00 am - 2:30 pm4:30 pm - 10:30 pm Sun , 11:00 am - 2:30 pm4:30 pm - 10:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://cuisineofnepal.com"	NA
"Cup Cafe"	"6 Monterey BlvdSan Francisco, CA 94131"	"(925) 705-2521"	"http://cupsf.com"	" Mon , 6:00 am - 2:00 pm Tue , 6:00 am - 2:00 pm Wed , 6:00 am - 2:00 pm Thu , 6:00 am - 12:00 pm Fri , 6:00 am - 2:00 pm Sat , 7:00 am - 2:00 pm Sun , 7:00 am - 2:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"Yes"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://cupsf.comNA"	NA
"Curry Leaf"	"943 Columbus AveSan Francisco, CA 94133"	"(415) 440-4293"	"http://curryleafinsf.com"	" Mon , Closed Tue , 11:00 am - 3:00 pm4:45 pm - 11:00 pm Wed , 11:00 am - 3:00 pm4:45 pm - 11:00 pm Thu , 11:00 am - 3:00 pm4:45 pm - 11:00 pm Fri , 11:00 am - 3:00 pm4:45 pm - 11:00 pm Sat , 11:00 am - 3:00 pm4:45 pm - 11:00 pm Sun , 11:00 am - 3:00 pm4:45 pm - 11:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://curryleafinsf.com#contact"	NA
"Daigo Sushi"	"2450 Clement StSan Francisco, CA 94121"	"(415) 386-8008"	"http://daigosushi.com"	" Mon , 5:00 pm - 10:00 pm Tue , Closed Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 11:00 pm Sat , 5:00 pm - 11:00 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	"http://eat24hours.com/"	NA
"Daniel’s Cafe"	"154 Ellis StSan Francisco, CA 94102"	"(415) 956-1760"	NA	" Mon , 7:00 am - 8:00 pm Tue , 7:00 am - 8:00 pm Wed , 7:00 am - 8:00 pm Thu , 7:00 am - 8:00 pm Fri , 7:00 am - 8:00 pm Sat , 7:00 am - 8:00 pm Sun , 7:00 am - 8:00 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	NA	"Street"	"No"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Dapper Dog"	"417 Castro StSan Francisco, CA 94114"	"(415) 553-6332"	NA	" Mon , 11:00 am - 11:00 pm Tue , 11:00 am - 11:00 pm Wed , 11:00 am - 11:00 pm Thu , 11:00 am - 1:00 am Fri , 11:00 am - 2:30 am Sat , 11:00 am - 2:30 am Sun , 11:00 am - 1:00 am"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner, Late Night"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA
"Darwin Cafe"	"212 Ritch StSan Francisco, CA 94107"	"(415) 800-8668"	"http://darwincafesf.com"	" Mon , 8:00 am - 4:00 pm Tue , 8:00 am - 4:00 pm Wed , 8:00 am - 4:00 pm Thu , 8:00 am - 4:00 pm Fri , 8:00 am - 4:00 pm Sat , 10:00 am - 3:00 pm Sun , 10:00 am - 3:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch"	"Street"	"Yes"	"No"	"No"	"Casual"	"Hipster"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"No"	"Yes"	"Yes"	"http://darwincafesf.com/info"	NA
"De Afghanan Kabob House"	"1035 Geary StSan Francisco, CA 94109"	"(415) 929-1124"	"http://deafghanancuisine.com"	" Mon , Closed Tue , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Wed , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Thu , 11:30 am - 3:00 pm5:00 pm - 9:30 pm Fri , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Sat , 11:30 am - 3:00 pm4:00 pm - 10:00 pm Sun , 11:30 am - 3:00 pm4:00 pm - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://deafghanancuisine.comabout.html"	NA
"Delfina"	"3621 18th StSan Francisco, CA 94110"	"(415) 552-4055"	"http://delfinasf.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 11:00 pm Sat , 5:30 pm - 11:00 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"http://pizzeriadelfina.com/paloalto/"	NA
"Deli Board"	"1058 Folsom StSan Francisco, CA 94103"	"(415) 552-7687"	"http://deliboardsf.com"	" Mon , 11:00 am - 3:00 pm Tue , 11:00 am - 3:00 pm Wed , 11:00 am - 3:00 pm Thu , 11:00 am - 3:00 pm Fri , 11:00 am - 3:00 pm Sat , 11:00 am - 4:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://www.deliboardsf.com/contact/"	"mailto:adam@deliboardsf.com"
"Destino"	"1815 Market StSan Francisco, CA 94103"	"(415) 552-4451"	"http://destinosf.com"	" Mon , Closed Tue , 5:00 pm - 11:00 pm Wed , 5:00 pm - 11:00 pm Thu , 5:00 pm - 11:00 pm Fri , 5:00 pm - 12:00 am Sat , 5:00 pm - 12:00 am Sun , 5:00 pm - 11:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	NA	"No"	"Dinner"	"Street"	"No"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"Yes"	"Yes"	"http://destinosf.com"	NA
"Diamond Cafe"	"751 Diamond StSan Francisco, CA 94114"	"(415) 655-3674"	"http://diamondonnoe.com"	" Mon , 7:00 am - 4:00 pm Tue , 7:00 am - 4:00 pm Wed , 7:00 am - 4:00 pm Thu , 7:00 am - 4:00 pm Fri , 7:00 am - 4:00 pm Sat , 7:00 am - 4:00 pm Sun , 7:00 am - 4:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	NA	"Breakfast, Brunch, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://www.diamondonnoe.com/contact"	"mailto:josue.marin.ch@gmail.com"
"Dinosaurs"	"2275 Market StSan Francisco, CA 94114"	"(415) 503-1421"	"http://eatdinosaurs.bigcartel.com"	" Mon , 9:00 am - 10:00 pm Tue , 9:00 am - 10:00 pm Wed , 9:00 am - 10:00 pm Thu , 9:00 am - 10:00 pm Fri , 9:00 am - 10:00 pm Sat , 10:00 am - 10:00 pm Sun , 10:00 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://eatdinosaurs.bigcartel.com/contact"	NA
"Dinosaurs Vietnamese Sandwiches"	"18 Boardman PlSan Francisco, CA 94103"	"(415) 701-1421"	"http://eatdinosaurs.com"	" Mon , 10:00 am - 5:00 pm Tue , 10:00 am - 5:00 pm Wed , 10:00 am - 5:00 pm Thu , 10:00 am - 5:00 pm Fri , 10:00 am - 5:00 pm Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	"No"	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://eatdinosaurs.com/contact"	NA
"DIP"	"1318 Grant AveSan Francisco, CA 94133"	"(415) 757-0775"	"http://dipbistro.com"	" Mon , 11:30 am - 10:30 pm Tue , 11:30 am - 10:30 pm Wed , 11:30 am - 10:30 pm Thu , 11:30 am - 10:30 pm Fri , 11:30 am - 10:30 pm Sat , 11:30 am - 10:30 pm Sun , 11:30 am - 10:30 pm"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://dipbistro.comlegal/"	NA
"Doña Tere’s Market"	"2780 21st StSan Francisco, CA 94110"	NA	NA	NA	"No"	"No"	"Yes"	"No"	NA	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA
"Dolce Amore"	"1477 Van Ness AveSan Francisco, CA 94109"	"(415) 674-7716"	"http://dolceamore.co"	" Mon , Closed Tue , 9:00 am - 2:30 pm Wed , 9:00 am - 2:30 pm Thu , 9:00 am - 2:30 pm Fri , 9:00 am - 2:30 pm Sat , 9:00 am - 2:30 pm Sun , 9:00 am - 2:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA	NA	"Breakfast, Brunch, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Classy"	"Quiet"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"http://dolceamore.cocontact-us.html"	NA
"Domo"	"511 Laguna StSan Francisco, CA 94102"	"(415) 861-8887"	"http://domosf.com"	" Mon , 12:00 pm - 2:30 pm5:30 pm - 10:00 pm Tue , 12:00 pm - 2:30 pm5:30 pm - 10:00 pm Wed , 12:00 pm - 2:30 pm5:30 pm - 10:00 pm Thu , 12:00 pm - 2:30 pm5:30 pm - 10:00 pm Fri , 12:00 pm - 2:30 pm5:30 pm - 11:00 pm Sat , 5:30 pm - 11:00 pm Sun , 5:30 pm - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"No"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"http://beaustates.com"	NA
"Don Pisto’s"	"510 Union StSan Francisco, CA 94133"	"(415) 395-0939"	"http://donpistos.com"	" Mon , 5:30 pm - 11:00 pm Tue , 5:30 pm - 11:00 pm Wed , 5:30 pm - 11:00 pm Thu , 5:30 pm - 11:00 pm Fri , 5:30 pm - 11:00 pm Sat , 11:00 am - 11:00 pm Sun , 10:00 am - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"No"	"Yes"	"Casual"	"Casual"	"Loud"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"Yes"	NA	"http://donpistos.com"	NA
"DOSA on Fillmore"	"1700 Fillmore StSan Francisco, CA 94115"	"(415) 441-3672"	"http://dosasf.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Fri , 11:30 am - 2:30 pm5:30 pm - 11:00 pm Sat , 11:30 am - 3:00 pm5:30 pm - 11:00 pm Sun , 11:30 am - 3:00 pm5:30 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"Yes"	NA	"https://ordering.chownow.com/order/4119/locations"	NA
"DOSA on Valencia"	"995 Valencia StSan Francisco, CA 94110"	"(415) 642-3672"	"http://dosasf.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 11:00 pm Sat , 11:00 am - 3:00 pm5:30 pm - 11:00 pm Sun , 11:00 am - 3:00 pm5:30 pm - 10:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"https://ordering.chownow.com/order/4119/locations"	NA
"Dottie’s True Blue Cafe"	"28 6th StSan Francisco, CA 94103"	"(415) 885-2767"	"http://dottiestruebluesf.com"	" Mon , 7:30 am - 3:00 pm Tue , Closed Wed , Closed Thu , 7:30 am - 3:00 pm Fri , 7:30 am - 3:00 pm Sat , 7:30 am - 4:00 pm Sun , 7:30 am - 4:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"No"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://dottiestruebluesf.com/contact/"	NA
"DragonEats"	"520 Gough StSan Francisco, CA 94102"	"(415) 795-1469"	"http://dragoneats.com"	" Mon , 11:00 am - 6:00 pm Tue , 11:00 am - 6:00 pm Wed , 11:00 am - 6:00 pm Thu , 11:00 am - 6:00 pm Fri , 11:00 am - 6:00 pm Sat , 11:00 am - 6:00 pm Sun , 11:00 am - 5:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"https://instagram.com/dragon_eats/"	NA
"DragonEats"	"555 Folsom StSan Francisco, CA 94105"	NA	NA	" Mon , 11:00 am - 4:00 pm Tue , 11:00 am - 4:00 pm Wed , 11:00 am - 4:00 pm Thu , 11:00 am - 4:00 pm Fri , 11:00 am - 4:00 pm Sat , Closed Sun , Closed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DragonEats"	"1671 Haight StSan Francisco, CA 94117"	NA	NA	" Mon , 11:00 am - 6:00 pm Tue , 11:00 am - 6:00 pm Wed , 11:00 am - 6:00 pm Thu , 11:00 am - 6:00 pm Fri , 11:00 am - 6:00 pm Sat , 11:00 am - 6:00 pm Sun , 11:00 am - 5:00 pm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Duc Loi Supermarket"	"2200 Mission StSan Francisco, CA 94110"	NA	NA	" Mon , 8:00 am - 8:00 pm Tue , 8:00 am - 8:00 pm Wed , 8:00 am - 8:00 pm Thu , 8:00 am - 8:00 pm Fri , 8:00 am - 8:00 pm Sat , 8:00 am - 8:00 pm Sun , 9:00 am - 8:00 pm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DUM Indian Soul Food"	"3111 24th StSan Francisco, CA 94110"	"(415) 874-9045"	"http://dumsf.com"	" Mon , Closed Tue , 3:00 pm - 10:00 pm Wed , 3:00 pm - 10:00 pm Thu , 3:00 pm - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://dumsf.com/contact-hours-of-operation/"	"mailto:contactdumsf@gmail.com"
"Duna"	"983 ValenciaSan Francisco, CA 94110"	"(415) 484-1206"	"http://duna.kitchen"	" Mon , Closed Tue , Closed Wed , 5:30 pm - 9:00 pm Thu , 5:30 pm - 9:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , 5:30 pm - 9:00 pm"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Quiet"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"https://www.yelp.com/biz/duna-san-francisco"	NA
"Durty Nelly’s"	"2328 Irving StSan Francisco, CA 94122"	"(415) 664-2555"	NA	" Mon , 12:00 pm - 2:00 am Tue , 12:00 pm - 2:00 am Wed , 12:00 pm - 2:00 am Thu , 12:00 pm - 2:00 am Fri , 12:00 pm - 2:00 am Sat , 11:00 am - 2:00 am Sun , 11:00 am - 2:00 am"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"No"	NA	NA	NA
"Early To Rise"	"1096 Union StSan Francisco, CA 94133"	NA	"http://earlytorise.strikingly.com"	" Mon , Closed Tue , Closed Wed , Closed Thu , Closed Fri , Closed Sat , Closed Sun , 11:00 am - 12:30 pm1:00 pm - 3:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Brunch"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://earlytorise.strikingly.com#contact-us"	"mailto:etrbrunch@gmail.com"
"EatWith"	"San Francisco, CA 94103"	NA	NA	" Mon , 5:30 pm - 11:30 pm Tue , 5:30 pm - 11:30 pm Wed , 5:30 pm - 11:30 pm Thu , 5:30 pm - 11:30 pm Fri , 5:30 pm - 11:30 pm Sat , 5:30 pm - 11:30 pm Sun , 5:30 pm - 11:30 pm"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	NA	NA	"Yes"	"No"	"Yes"	"Dressy"	NA	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"No"	"No"	NA	NA	NA
"Ebisu"	"1283 9th AveSan Francisco, CA 94122"	"(415) 566-1770"	"http://ebisusushi.com"	" Mon , 11:30 am - 2:00 pm5:00 pm - 10:00 pm Tue , 11:30 am - 2:00 pm5:00 pm - 10:00 pm Wed , 11:30 am - 2:00 pm5:00 pm - 10:00 pm Thu , 11:30 am - 2:00 pm5:00 pm - 10:00 pm Fri , 11:30 am - 2:00 pm5:00 pm - 11:00 pm Sat , 12:00 pm - 2:30 pm5:00 pm - 11:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"https://ebisusushi.com/contact/"	"mailto:info@ebisusushi.com"
"Eddie’s Cafe"	"800 Divisadero StSan Francisco, CA 94117"	"(415) 563-9780"	NA	" Mon , 7:30 am - 3:30 pm Tue , 7:30 am - 3:30 pm Wed , 7:30 am - 3:30 pm Thu , 7:30 am - 3:30 pm Fri , 7:30 am - 3:30 pm Sat , 7:30 am - 3:30 pm Sun , 8:30 am - 3:30 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Eden Plaza Cafe"	"600 Harrison StSan Francisco, CA 94107"	"(415) 777-4709"	NA	" Mon , 6:30 am - 3:00 pm Tue , 6:30 am - 3:00 pm Wed , 6:30 am - 3:00 pm Thu , 6:30 am - 3:00 pm Fri , 6:30 am - 3:00 pm Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	NA
